video_id,category,category_code,title,video_path,annotation_path,duration_sec,fps,frame_count,sha256
AwmHb44_ouw,Changing Vehicle Tire,VT,#1306 How to change tires for off road vehicles [Davidsfarm],/kaggle/input/tvsum50-video-summarization/video/AwmHb44_ouw.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,353.586567,29.97002997002997,10597,82ecca1de0363253060bb3c19e2f5dbd4080bfc0cd790db23c3e73ffd76a602f
98MoyGZKHXc,Changing Vehicle Tire,VT,How to use a tyre repair kit - Which? guide,/kaggle/input/tvsum50-video-summarization/video/98MoyGZKHXc.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,187.52,25.0,4688,e293ceb35a8f1ec514707c579ab9b78e678a0c686f895d25945b9a50432c000c
J0nA4VgnoCo,Changing Vehicle Tire,VT,#0001: FLAT TIRE,/kaggle/input/tvsum50-video-summarization/video/J0nA4VgnoCo.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,584.709125,23.976023976023978,14019,65c9490a2166d17736c38ed077f250290c548b1da8f1801f10ff53fad8e84a5b
gzDbaEs1Rlg,Changing Vehicle Tire,VT,ŠKODA Tips How to Repair Your Tyre,/kaggle/input/tvsum50-video-summarization/video/gzDbaEs1Rlg.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,288.4,25.0,7210,6682bdee7edc1d697a1807bb3f84f50e3cacd98266fc93d1deb38adbb8d125c2
XzYM3PfTM4w,Changing Vehicle Tire,VT,When to Replace Your Tires GMC,/kaggle/input/tvsum50-video-summarization/video/XzYM3PfTM4w.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,111.0109,29.97002997002997,3327,c758df53e237aadc9e893a4389078b25f58000a782d3c69b8490195aae30dac0
HT5vyqe0Xaw,Getting Vehicle Unstuck,VU,"The stuck truck of Mark, The rut that filled an afternoon.",/kaggle/input/tvsum50-video-summarization/video/HT5vyqe0Xaw.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,322.689033,29.97002997002997,9671,85fdd93e61fb670b5437666c9eb90aa1798889edbe07394749c00ca0d044c886
sTEELN-vY30,Getting Vehicle Unstuck,VU,BBC - Train crash 2013,/kaggle/input/tvsum50-video-summarization/video/sTEELN-vY30.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,148.933333,30.0,4468,b6767caf3ddb2a1750672427315fe61c63a854de26ca707f5e5041bf45557d48
vdmoEJ5YbrQ,Getting Vehicle Unstuck,VU,#453 girl gets van stuck in the back fourty [Davidsfarm],/kaggle/input/tvsum50-video-summarization/video/vdmoEJ5YbrQ.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,329.329,29.97002997002997,9870,77f719f5de3ca948691dd34e7dac5ed5783d1b98814fea035aa7cce6d21edb72
xwqBXPGE9pQ,Getting Vehicle Unstuck,VU,Smart Electric Vehicle Balances on Two Wheels,/kaggle/input/tvsum50-video-summarization/video/xwqBXPGE9pQ.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,233.900333,29.97002997002997,7010,71bb39923112962e30006918c9e3a9dbcd248786f275568447e8a29ebdb380ff
akI8YFjEmUw,Getting Vehicle Unstuck,VU,Electric cars making earth more green,/kaggle/input/tvsum50-video-summarization/video/akI8YFjEmUw.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,133.299833,29.97002997002997,3995,28f8d4d89a14b30f9066ad5146e8b219c67d45291b9a1588af6d1f6c455acffe
i3wAGJaaktw,Grooming an Animal,GA,"Pet Joy Spa Grooming Services | Brentwood, CA (310) 471-0088",/kaggle/input/tvsum50-video-summarization/video/i3wAGJaaktw.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,156.823333,29.97002997002997,4700,7a8cc3f5415702ce254200db00650cb42981ba0c0fa5b5ef4a910f7c66c69c21
Bhxk-O1Y7Ho,Grooming an Animal,GA,"Vlog #509 I'M A PUPPY DOG GROOMER! September 13, 2014",/kaggle/input/tvsum50-video-summarization/video/Bhxk-O1Y7Ho.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,450.817033,29.97002997002997,13511,a66202fe5943daee0a0984fd708ff3126168ded35750c099a54ae67705e1ff3f
0tmA_C6XwfM,Grooming an Animal,GA,Nail clipper Gloria Pets professional grooming,/kaggle/input/tvsum50-video-summarization/video/0tmA_C6XwfM.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,141.28,25.0,3532,63a2f711416d2a911a4f00166fedb7ce01e2eaab18946c0222071322111b961b
3eYKfiOEJNs,Grooming an Animal,GA,Dog Grooming in Buenos Aires,/kaggle/input/tvsum50-video-summarization/video/3eYKfiOEJNs.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,194.12,25.0,4853,d8c2669fbd08e8b2f35ebce82dfe5aa6cbf7e8fbee56df9e971ca12b7dd9e322
xxdtq8mxegs,Grooming an Animal,GA,How to Clean Your Dog's Ears - Vetoquinol USA,/kaggle/input/tvsum50-video-summarization/video/xxdtq8mxegs.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,144.133333,30.0,4324,fe3200fd13dfbf74f5c02d73ec9acd7bd0c1f68eb876968bc74230549320c327
WG0MBPpPC6I,Making Sandwich,MS,Mexican Fried Chicken Sandwich Recipe,/kaggle/input/tvsum50-video-summarization/video/WG0MBPpPC6I.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,397.688958,23.976023976023978,9535,0d68d94612da8efd687419dc030a485d61419c30290865d9ec1f9ed1062040f9
Hl-__g2gn_A,Making Sandwich,MS,Reuben Sandwich with Corned Beef & Sauerkraut,/kaggle/input/tvsum50-video-summarization/video/Hl-__g2gn_A.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,243.826917,23.976023976023978,5846,9386d64a62463f36213a043e6e74c76faf5eff746d7ef53035146c7bead40bd1
Yi4Ij2NM7U4,Making Sandwich,MS,Poor Man's Meals: Spicy Sausage Sandwich,/kaggle/input/tvsum50-video-summarization/video/Yi4Ij2NM7U4.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,405.458333,24.0,9731,26ec9f71ea771e5601a1f5c963fa425681ae2f86b3dfca483a64d58b5a65feb9
37rzWOQsNIw,Making Sandwich,MS,Saigon Sandwich - Vietnamese Sandwiches in San Francisco CA,/kaggle/input/tvsum50-video-summarization/video/37rzWOQsNIw.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,191.5914,29.97002997002997,5742,c4fb034705c03a890fed5cc46ff79d1e9aef5cd9edec1d22dfe7cc653b5fd98a
LRw_obCPUt0,Making Sandwich,MS,GoogaMooga Sneak Peek Joseph Leonard's Fried Chicken Sandwich cooking video,/kaggle/input/tvsum50-video-summarization/video/LRw_obCPUt0.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,260.301708,23.976023976023978,6241,ce57a731477468ddf799c29cfcbd11469e30cb96eb844c372a8447a90e1db858
cjibtmSLxQ4,Parkour,PK,David Belle | Fondateur du parkour | Reportage de TF1,/kaggle/input/tvsum50-video-summarization/video/cjibtmSLxQ4.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,647.513533,29.97002997002997,19406,43183ef7f35bfcbc39c122be797fdee5031103862c7c7da3b9ab74d222c79c9d
b626MiF1ew4,Parkour,PK,Charlotte Parkour | Charlotte Video Project,/kaggle/input/tvsum50-video-summarization/video/b626MiF1ew4.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,235.875,24.0,5661,66d6dc7720db2ae750c9c85a7f6a0d55416a9a23ce6ca7d151969501d8606e1c
XkqCExn6_Us,Parkour,PK,Singapore Parkour Free Running | JC Boy Late for School,/kaggle/input/tvsum50-video-summarization/video/XkqCExn6_Us.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,187.8877,29.97002997002997,5631,ee3e102d0cda34b30c8eadaa162157616c398213dc88d0198ff4cc6476dd5fc9
GsAD1KT1xo8,Parkour,PK,Parkour Camp Leipzig,/kaggle/input/tvsum50-video-summarization/video/GsAD1KT1xo8.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,145.3452,29.97002997002997,4356,a195fc9d8e5330ee55c62dfc0a99eb5d130bf0444bb412992d1204eecd8f3a86
PJrm840pAUI,Parkour,PK,Vivencias: Jam Parkour Viña del Mar 2012,/kaggle/input/tvsum50-video-summarization/video/PJrm840pAUI.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,274.166667,24.0,6580,790c560f5132928d456803ca5e23b03ca38b1eb8d3383b619afbed60dd5be86f
91IHQYk1IQM,Parade,PR,Chinese New Year Parade 2012 New York City Chinatown,/kaggle/input/tvsum50-video-summarization/video/91IHQYk1IQM.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,110.5104,29.97002997002997,3312,327f8cd1ff27ecec1de291e396ac7c40521253fa208f2e3c477c5b1e84964f05
RBCABdttQmI,Parade,PR,2013 Alumnae Parade & Laurel Chain Ceremony,/kaggle/input/tvsum50-video-summarization/video/RBCABdttQmI.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,364.2639,29.97002997002997,10917,2411ac74f1e8a049072063bd579b4aa034e5c01a388c67cdcc7959763562b36b
z_6gVvQb2d0,Parade,PR,LA Kings Stanley Cup South Bay Parade 2014,/kaggle/input/tvsum50-video-summarization/video/z_6gVvQb2d0.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,276.309367,29.97002997002997,8281,fe77605cdf8c234219ce423a90a93e44e003e55567bdb9bb87a3fb5fec0063cd
fWutDQy1nnY,Parade,PR,Chinatown Parade,/kaggle/input/tvsum50-video-summarization/video/fWutDQy1nnY.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,585.854197,29.917,17527,d50d740e77517611ea231e844d409ebdf51e05037ef8cd17a22cd983d2464fc3
4wU_LUjG5Ic,Parade,PR,Southend-on-Sea and Kortrijk Bike Friendly Cities Parades,/kaggle/input/tvsum50-video-summarization/video/4wU_LUjG5Ic.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,167.041875,23.976023976023978,4005,2779762f2c332931c9fb4e61783b81df6e34b487dc3a94c882781c981e6c4869
VuWGsYPqAX8,Flash Mob Gathering,FM,"Flash mob protest for Syria | Sydney, Australia, May 2012 | #Silenceisbetrayal",/kaggle/input/tvsum50-video-summarization/video/VuWGsYPqAX8.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,216.48,25.0,5412,9476a6d8bc6fdcff909fa2885ba82ba7696b3d05fca2f070e313139e434eabe3
JKpqYvAdIsw,Flash Mob Gathering,FM,ICC World Twenty20 Bangladesh 2014 Flash Mob - Pabna University of Science & Technology ( PUST ),/kaggle/input/tvsum50-video-summarization/video/JKpqYvAdIsw.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,152.08,25.0,3802,da63a55d05c49f042699b366f3026ba77c8695208b40eb40b506867604caf905
xmEERLqJ2kU,Flash Mob Gathering,FM,Bluffton Teachers Flash Mob Dance (A Staff that Cares About Their Students),/kaggle/input/tvsum50-video-summarization/video/xmEERLqJ2kU.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,445.9455,29.97002997002997,13365,14184d35578cc9e672428f693ae74328ecb54b003d85857ff2afbf8354a90081
byxOvuiIJV0,Flash Mob Gathering,FM,"ICC World Twenty 20 Bangladesh 2014, Flash Mob - UITS, Chittagong (Official)",/kaggle/input/tvsum50-video-summarization/video/byxOvuiIJV0.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,154.529375,23.976023976023978,3705,b94f772069a7479b54c27b50650bccdfb0b75bb573abf8bda27dba1a5af75abd
_xMr-HKMfVA,Flash Mob Gathering,FM,CASACL - Flashmob in Copenhagen underground - Peer Gynt,/kaggle/input/tvsum50-video-summarization/video/_xMr-HKMfVA.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,148.915433,29.97002997002997,4463,1d9cd42e19931934ea362f7509bf69f0e98a13da801414998d58296fca4bcbbe
WxtbjNsCQ8A,Bee Keeping,BK,Beekeeping101.mov,/kaggle/input/tvsum50-video-summarization/video/WxtbjNsCQ8A.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,265.5653,29.97002997002997,7959,b6c658e4d5258fcba10207b8c49ed624cabfe951ed9c9a96aa4ed6fada96d388
uGu_10sucQo,Bee Keeping,BK,A Year of Beekeeping,/kaggle/input/tvsum50-video-summarization/video/uGu_10sucQo.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,167.041667,24.0,4009,302cfeab45f174688d2a709cc4528087a5ba17d4fb9880ceac8fe8db87007b51
EE-bNr36nyA,Bee Keeping,BK,Paper Wasp Removal | From the Ground Up,/kaggle/input/tvsum50-video-summarization/video/EE-bNr36nyA.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,98.131367,29.97002997002997,2941,0e11bb5bb60ac4842b2ee500c9cf985395a083ae92c3f498f1e91f12aa8e1691
Se3oxnaPsz0,Bee Keeping,BK,9/15/11 Killer Bees Kill 1000-lb Hog in Bisbee AZ,/kaggle/input/tvsum50-video-summarization/video/Se3oxnaPsz0.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,138.866667,30.0,4166,87bf58a787009bce2add1a743bca81b98b33e7bb8edee80c1ff7c7070ae368e6
oDXZc0tZe04,Bee Keeping,BK,Apis Mellifera in a Vertical Log Hive,/kaggle/input/tvsum50-video-summarization/video/oDXZc0tZe04.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,380.847133,29.97002997002997,11414,dd2cddeaeb6bc44dea976337af5c8b79b0030abbe2438ed8549fe9304621efd2
qqR6AEXwxoQ,Attempting Bike Tricks,BT,Motocross Tips & Tricks : How to Whip a Motocross Bike,/kaggle/input/tvsum50-video-summarization/video/qqR6AEXwxoQ.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,269.3691,29.97002997002997,8073,77987b565d016441183ec928ef985f1a1d805b4c36c833a0b0b2705fff6a092d
EYqVtI9YWJA,Attempting Bike Tricks,BT,Smage Bros. Motorcycle Stunt Show,/kaggle/input/tvsum50-video-summarization/video/EYqVtI9YWJA.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,198.164633,29.97002997002997,5939,6ffcc966ab00a6096d7b256cffd09408efa7db376df7732644f875b8ff27f390
eQu1rNs0an0,Attempting Bike Tricks,BT,How to stop your Fixie,/kaggle/input/tvsum50-video-summarization/video/eQu1rNs0an0.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,164.531033,29.97002997002997,4931,7a3daec4c22feace99c4e193ce72e4a3e17bbedd4f0c6feb39e3e9030e6fb05f
JgHubY5Vw3Y,Attempting Bike Tricks,BT,How to lock your bike. The RIGHT way!,/kaggle/input/tvsum50-video-summarization/video/JgHubY5Vw3Y.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,143.610133,29.97002997002997,4304,dff35488cc8dfd1b4962d82d8a96f475a051f163ed7dea4be8a0d10456e5b7c5
iVt07TCkFM0,Attempting Bike Tricks,BT,Pure Fix TV: How to Wheelie,/kaggle/input/tvsum50-video-summarization/video/iVt07TCkFM0.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,104.270833,23.976023976023978,2500,7c34621e37ff0cc6d7f8838e8c6468e67eea934484e3c7ecf8eca7409c35e3f7
E11zDS9XGzg,Dog Show,DS,German Shepherd Dog Show (KCI) | DoHangout,/kaggle/input/tvsum50-video-summarization/video/E11zDS9XGzg.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,510.233333,30.0,15307,f4370b8fd985c3b41bf5590988669b18794ea64fea3921a8109962a91c324986
NyBmCxDoHJU,Dog Show,DS,The Dog Show HD 720p,/kaggle/input/tvsum50-video-summarization/video/NyBmCxDoHJU.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,189.6,25.0,4740,6960e8850f04eae077a85e3befddaed36ce1196ac84d9efd8f8560ac90e557b7
kLxoNp-UchI,Dog Show,DS,Oliver's Show - Dog's tale,/kaggle/input/tvsum50-video-summarization/video/kLxoNp-UchI.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,129.996533,29.97002997002997,3896,0c91bfa880e3af0e1716e7456ada0a304a97911eef76b1cd4fdce5066a52e8f7
jcoYJXDG9sw,Dog Show,DS,TODAY- Obie the obese dog works toward weight loss,/kaggle/input/tvsum50-video-summarization/video/jcoYJXDG9sw.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,199.232367,29.97002997002997,5971,3354cee170c1b9ace768883f058150869874ed27c2b60cf08b9f2272b5aa1db9
-esJrBWj2d8,Dog Show,DS,Will A Cat Eat Dog Food?,/kaggle/input/tvsum50-video-summarization/video/-esJrBWj2d8.mp4,/kaggle/input/tvsum50-video-summarization/data/ydata-tvsum50-anno.tsv,230.4,30.0,6912,811186cdec40ef58049f0cc951c07a9f6f7d2b5cb27511e01094b829bbd10a9e
